Date,HUA_clinecenter,SBUX_clinecenter,TIK_clinecenter,HUA_brandwatch,SBUX_brandwatch,TIK_brandwatch,HUA_clinecenter_21D,HUA_clinecenter_50D,HUA_clinecenter_100D,HUA_clinecenter_200D,SBUX_clinecenter_21D,SBUX_clinecenter_50D,SBUX_clinecenter_100D,SBUX_clinecenter_200D,TIK_clinecenter_21D,TIK_clinecenter_50D,TIK_clinecenter_100D,TIK_clinecenter_200D,HUA_brandwatch_21D,HUA_brandwatch_50D,HUA_brandwatch_100D,HUA_brandwatch_200D,SBUX_brandwatch_21D,SBUX_brandwatch_50D,SBUX_brandwatch_100D,SBUX_brandwatch_200D,TIK_brandwatch_21D,TIK_brandwatch_50D,TIK_brandwatch_100D,TIK_brandwatch_200D
2018-09-23,3.333,2.303,-3.182,1.468,1.012,3.044,3.370,3.533,2.199,0.990,2.240,2.188,2.592,2.502,-0.711,1.374,2.655,1.728,1.090,1.303,0.258,-0.409,0.275,0.493,0.250,-0.051,2.242,2.159,2.437,2.422
2018-09-24,4.459,3.710,-2.647,2.088,1.323,4.129,3.402,3.517,2.155,0.978,2.222,2.179,2.602,2.500,-0.646,1.532,2.700,1.745,1.073,1.321,0.224,-0.420,0.276,0.490,0.246,-0.057,2.164,2.163,2.441,2.413
2018-09-25,3.222,2.459,-0.833,1.667,0.259,3.549,3.374,3.504,2.097,0.960,2.155,2.195,2.606,2.487,-0.432,1.679,2.749,1.763,1.044,1.299,0.173,-0.430,0.222,0.449,0.218,-0.068,2.029,2.138,2.428,2.413
2018-09-26,3.431,2.558,1.250,0.750,1.822,2.815,3.410,3.513,2.062,0.948,2.181,2.225,2.615,2.480,-0.294,1.783,2.784,1.772,1.043,1.288,0.145,-0.438,0.232,0.400,0.207,-0.074,1.920,2.125,2.422,2.417
2018-09-27,3.718,1.944,-2.000,0.255,1.078,2.655,3.423,3.510,2.039,0.932,2.157,2.249,2.619,2.481,-0.413,1.855,2.777,1.763,1.037,1.291,0.130,-0.447,0.098,0.308,0.182,-0.086,1.833,2.126,2.426,2.424
2018-09-28,2.692,3.025,-1.250,1.734,-1.512,2.883,3.424,3.494,2.016,0.914,2.112,2.245,2.635,2.485,-0.258,1.987,2.806,1.770,1.069,1.318,0.104,-0.454,0.058,0.252,0.171,-0.094,1.783,2.139,2.429,2.432
2018-09-29,2.778,1.829,-2.273,0.158,1.869,2.648,3.467,3.474,1.985,0.901,2.043,2.236,2.629,2.475,-0.061,2.103,2.849,1.776,1.062,1.272,0.067,-0.459,0.128,0.286,0.191,-0.082,1.732,2.114,2.429,2.439
2018-09-30,2.647,2.750,1.000,0.172,0.873,3.208,3.524,3.454,1.952,0.888,1.973,2.257,2.627,2.471,0.095,2.235,2.880,1.788,1.143,1.275,0.058,-0.456,0.182,0.238,0.172,-0.088,1.612,2.126,2.426,2.447
2018-10-01,3.500,3.070,-1.667,0.930,2.202,2.492,3.587,3.470,1.929,0.877,1.975,2.258,2.628,2.464,0.153,2.312,2.891,1.786,1.198,1.289,0.047,-0.455,0.236,0.233,0.176,-0.092,1.529,2.128,2.416,2.451
2018-10-05,2.447,1.203,-1.667,0.333,0.530,3.125,3.579,3.487,1.887,0.850,1.883,2.255,2.632,2.459,0.280,2.421,2.913,1.803,1.160,1.305,0.029,-0.468,0.082,0.218,0.162,-0.091,1.537,2.140,2.424,2.449
2018-10-06,2.857,2.241,-1.429,2.027,-3.053,1.805,3.613,3.515,1.853,0.833,1.879,2.277,2.643,2.459,0.475,2.526,2.933,1.813,1.198,1.326,0.010,-0.474,0.062,0.219,0.146,-0.081,1.536,2.166,2.410,2.435
2018-10-07,1.667,2.568,-1.250,1.667,-1.535,-0.522,3.679,3.517,1.816,0.831,1.865,2.270,2.644,2.467,0.744,2.644,2.950,1.828,1.167,1.298,-0.025,-0.485,0.269,0.301,0.165,-0.062,1.521,2.206,2.409,2.434
2018-10-08,4.000,3.816,0.625,1.303,0.159,0.158,3.778,3.469,1.776,0.830,1.806,2.283,2.635,2.466,0.962,2.720,2.988,1.847,1.130,1.208,-0.080,-0.491,0.301,0.357,0.182,-0.052,1.576,2.288,2.444,2.436
2018-10-09,3.261,1.706,-1.250,0.822,-0.167,1.452,3.700,3.352,1.712,0.818,1.737,2.275,2.614,2.454,1.113,2.802,3.007,1.848,1.130,1.113,-0.132,-0.495,0.298,0.378,0.181,-0.041,1.626,2.360,2.471,2.439
2018-10-10,3.548,1.585,0.625,0.869,0.419,1.496,3.727,3.266,1.660,0.808,1.776,2.289,2.619,2.454,1.379,2.920,3.027,1.850,1.179,1.037,-0.179,-0.493,0.348,0.381,0.161,-0.039,1.644,2.378,2.482,2.456
2018-10-11,4.677,2.619,0.455,0.977,0.178,2.032,3.701,3.175,1.605,0.785,1.763,2.270,2.625,2.458,1.429,2.996,3.028,1.857,1.207,0.959,-0.226,-0.499,0.399,0.381,0.135,-0.045,1.708,2.411,2.492,2.472
2018-10-12,3.511,2.143,0.714,0.843,-0.314,2.406,3.690,3.040,1.562,0.772,1.650,2.234,2.626,2.452,1.577,3.051,3.030,1.870,1.208,0.890,-0.261,-0.495,0.450,0.388,0.100,-0.049,1.759,2.418,2.500,2.485
2018-10-13,3.333,2.333,0.000,1.360,-1.448,1.653,3.727,2.946,1.529,0.760,1.673,2.240,2.632,2.452,1.678,3.120,3.029,1.866,1.196,0.818,-0.295,-0.495,0.401,0.423,0.070,-0.042,1.763,2.397,2.504,2.488
2018-10-14,3.302,0.957,0.882,0.965,0.194,2.070,3.786,2.863,1.497,0.734,1.695,2.246,2.633,2.446,1.853,3.211,3.049,1.878,1.175,0.734,-0.316,-0.506,0.413,0.443,0.056,-0.031,1.823,2.408,2.518,2.491
2018-10-15,4.286,1.750,0.385,1.188,1.100,2.193,3.771,2.812,1.464,0.721,1.784,2.310,2.647,2.458,2.002,3.288,3.060,1.875,1.176,0.670,-0.333,-0.525,0.455,0.445,0.026,-0.030,1.856,2.417,2.528,2.495
2018-10-16,4.100,0.469,-1.429,1.314,0.784,1.786,3.746,2.728,1.426,0.708,1.866,2.338,2.648,2.465,2.157,3.370,3.084,1.880,1.209,0.615,-0.342,-0.537,0.399,0.435,-0.005,-0.040,1.854,2.425,2.536,2.500
2018-10-17,4.000,1.933,-1.800,1.114,1.030,1.404,3.745,2.626,1.389,0.700,1.966,2.337,2.662,2.475,2.393,3.432,3.126,1.903,1.242,0.566,-0.352,-0.539,0.430,0.441,-0.033,-0.056,1.910,2.481,2.548,2.506
2018-10-18,3.871,2.300,1.842,1.475,0.201,1.305,3.760,2.542,1.334,0.690,1.996,2.377,2.662,2.482,2.662,3.448,3.159,1.916,1.290,0.496,-0.361,-0.543,0.471,0.422,-0.061,-0.068,1.992,2.508,2.547,2.507
2018-10-19,3.983,3.000,2.059,1.644,0.469,1.266,3.674,2.458,1.280,0.670,2.045,2.364,2.658,2.486,2.779,3.436,3.154,1.918,1.349,0.435,-0.373,-0.539,0.571,0.424,-0.081,-0.083,2.045,2.555,2.546,2.495
2018-10-20,3.696,2.059,-1.250,0.625,-0.996,0.976,3.596,2.382,1.234,0.655,2.065,2.368,2.660,2.474,2.891,3.489,3.115,1.925,1.313,0.377,-0.384,-0.533,0.633,0.426,-0.094,-0.097,2.106,2.594,2.556,2.502
2018-10-21,3.750,1.000,1.250,0.938,0.229,1.600,3.601,2.291,1.190,0.645,2.101,2.388,2.671,2.467,3.125,3.596,3.109,1.918,1.377,0.344,-0.385,-0.554,0.687,0.470,-0.092,-0.093,2.181,2.628,2.570,2.508
2018-10-22,3.594,1.567,2.895,1.586,-0.037,1.826,3.617,2.170,1.153,0.635,2.173,2.439,2.684,2.470,3.274,3.645,3.103,1.911,1.420,0.331,-0.400,-0.576,0.738,0.474,-0.098,-0.092,2.219,2.651,2.587,2.517
2018-10-23,3.974,0.372,1.000,1.858,3.001,0.119,3.634,2.105,1.117,0.625,2.232,2.474,2.690,2.471,3.344,3.681,3.080,1.898,1.431,0.319,-0.420,-0.590,0.779,0.460,-0.101,-0.094,2.262,2.678,2.603,2.524
2018-10-24,3.977,2.778,2.222,1.310,2.020,1.471,3.579,2.027,1.081,0.606,2.242,2.531,2.712,2.481,3.491,3.744,3.078,1.899,1.457,0.278,-0.454,-0.601,0.651,0.396,-0.125,-0.117,2.365,2.732,2.634,2.532
2018-10-25,3.323,1.145,1.000,0.137,-1.030,2.660,3.572,1.953,1.046,0.588,2.255,2.543,2.710,2.481,3.592,3.788,3.064,1.899,1.511,0.262,-0.483,-0.608,0.618,0.378,-0.140,-0.134,2.425,2.626,2.652,2.540
2018-10-26,3.163,1.111,2.419,1.145,0.094,3.110,3.535,1.912,1.006,0.567,2.290,2.591,2.725,2.490,3.768,3.850,3.060,1.900,1.615,0.266,-0.499,-0.608,0.707,0.464,-0.122,-0.127,2.451,2.534,2.662,2.527
2018-10-28,4.250,1.957,4.231,1.379,1.291,1.481,3.566,1.882,0.968,0.542,2.451,2.643,2.740,2.494,3.877,3.878,3.041,1.901,1.609,0.226,-0.526,-0.611,0.668,0.462,-0.116,-0.122,2.440,2.480,2.668,2.505
2018-10-29,3.734,1.333,3.333,0.885,-0.866,0.629,3.539,1.811,0.924,0.521,2.546,2.692,2.750,2.495,3.884,3.883,3.024,1.879,1.597,0.183,-0.551,-0.620,0.503,0.414,-0.134,-0.125,2.509,2.481,2.686,2.499
2018-10-30,2.368,2.353,3.800,1.304,0.100,1.210,3.517,1.740,0.885,0.498,2.661,2.730,2.765,2.494,3.955,3.907,3.015,1.853,1.598,0.157,-0.572,-0.627,0.412,0.433,-0.131,-0.112,2.615,2.526,2.713,2.506
2018-10-31,3.824,2.538,4.333,1.841,0.886,1.834,3.543,1.693,0.853,0.489,2.631,2.715,2.775,2.494,3.993,3.910,2.974,1.839,1.612,0.109,-0.598,-0.631,0.324,0.445,-0.127,-0.107,2.715,2.566,2.740,2.511
2018-11-01,3.000,1.304,1.667,1.469,1.487,2.845,3.442,1.648,0.806,0.469,2.634,2.722,2.782,2.494,4.004,3.920,2.926,1.811,1.496,0.074,-0.629,-0.654,0.292,0.410,-0.130,-0.111,2.706,2.577,2.762,2.508
2018-11-02,4.444,0.249,3.571,0.983,1.260,3.091,3.383,1.644,0.776,0.446,2.709,2.765,2.788,2.501,4.130,3.965,2.896,1.807,1.443,0.030,-0.649,-0.671,0.194,0.328,-0.168,-0.125,2.723,2.563,2.777,2.502
2018-11-03,4.286,2.632,2.826,0.595,-1.338,2.497,3.337,1.563,0.731,0.420,2.830,2.829,2.805,2.513,4.193,3.978,2.847,1.800,1.435,0.002,-0.665,-0.683,0.165,0.256,-0.203,-0.136,2.734,2.546,2.791,2.492
2018-11-05,4.571,2.778,3.684,0.933,-1.209,2.905,3.340,1.491,0.689,0.403,2.845,2.830,2.811,2.512,4.238,3.987,2.852,1.786,1.490,-0.033,-0.680,-0.691,0.299,0.280,-0.191,-0.123,2.762,2.538,2.808,2.494
2018-11-06,3.000,2.843,4.000,0.986,1.088,2.770,3.306,1.416,0.643,0.376,2.822,2.840,2.815,2.507,4.232,3.995,2.848,1.772,1.511,-0.090,-0.698,-0.701,0.384,0.319,-0.179,-0.122,2.834,2.527,2.822,2.492
2018-11-09,3.750,3.462,3.649,1.867,-0.077,2.151,3.304,1.393,0.605,0.354,2.777,2.858,2.802,2.509,4.256,4.006,2.798,1.760,1.494,-0.131,-0.717,-0.718,0.380,0.316,-0.179,-0.125,2.884,2.523,2.836,2.500
2018-11-10,4.091,2.576,3.519,2.007,1.420,2.956,3.089,1.360,0.560,0.326,2.765,2.877,2.783,2.506,4.203,4.018,2.752,1.734,1.270,-0.193,-0.745,-0.741,0.444,0.288,-0.167,-0.105,2.953,2.536,2.857,2.511
2018-11-12,4.318,2.551,3.857,2.121,1.905,3.126,2.806,1.333,0.517,0.298,2.805,2.903,2.779,2.499,4.260,4.034,2.723,1.721,1.012,-0.232,-0.767,-0.759,0.434,0.254,-0.184,-0.101,2.991,2.540,2.871,2.516
2018-11-13,2.059,3.333,4.286,2.717,2.296,2.417,2.552,1.301,0.472,0.287,2.799,2.928,2.775,2.496,4.298,4.031,2.691,1.720,0.768,-0.278,-0.789,-0.774,0.344,0.236,-0.206,-0.096,2.953,2.563,2.883,2.519
2018-11-14,2.347,3.431,4.412,0.882,1.760,2.545,2.405,1.322,0.452,0.283,2.669,2.936,2.767,2.484,4.304,4.036,2.663,1.715,0.495,-0.350,-0.815,-0.796,0.254,0.203,-0.233,-0.105,2.989,2.605,2.895,2.525
2018-11-16,3.788,2.818,3.667,1.971,0.153,2.554,2.195,1.333,0.429,0.267,2.544,2.940,2.758,2.473,4.248,4.030,2.634,1.705,0.334,-0.398,-0.823,-0.801,0.196,0.139,-0.255,-0.112,2.980,2.635,2.906,2.530
2018-11-17,4.091,2.500,4.375,1.849,1.291,2.398,1.957,1.265,0.392,0.241,2.527,2.942,2.752,2.463,4.272,4.032,2.603,1.682,0.110,-0.467,-0.841,-0.820,0.258,0.087,-0.244,-0.117,2.924,2.659,2.924,2.535
2018-11-19,3.966,2.818,4.375,1.804,0.834,2.742,1.725,1.171,0.353,0.219,2.534,2.977,2.750,2.455,4.278,4.003,2.565,1.652,-0.113,-0.547,-0.857,-0.834,0.173,0.001,-0.245,-0.133,2.914,2.687,2.943,2.543
2018-11-20,2.800,0.577,4.079,2.403,0.309,2.277,1.571,1.063,0.310,0.195,2.597,2.976,2.746,2.448,4.296,3.973,2.529,1.645,-0.305,-0.620,-0.888,-0.847,0.148,-0.043,-0.253,-0.124,2.904,2.699,2.956,2.553
2018-11-21,3.846,3.043,4.348,2.459,1.323,2.727,1.441,0.966,0.278,0.181,2.721,3.013,2.764,2.454,4.315,3.947,2.496,1.642,-0.494,-0.701,-0.925,-0.869,0.161,0.001,-0.255,-0.109,2.918,2.717,2.973,2.564
2018-11-22,2.544,1.875,4.688,2.322,0.835,3.206,1.211,0.864,0.231,0.166,2.594,2.996,2.754,2.447,4.187,3.935,2.435,1.634,-0.666,-0.787,-0.965,-0.886,0.151,0.008,-0.279,-0.112,3.007,2.714,2.976,2.570
2018-11-24,3.800,4.500,4.714,1.010,-0.730,2.878,1.080,0.794,0.198,0.148,2.693,3.024,2.757,2.451,3.916,3.868,2.372,1.616,-0.890,-0.873,-1.003,-0.902,0.115,0.002,-0.299,-0.112,2.987,2.719,2.975,2.572
2018-11-25,3.684,3.947,4.388,1.126,-2.155,2.937,0.884,0.690,0.152,0.122,2.558,3.017,2.732,2.447,3.751,3.819,2.319,1.588,-1.014,-0.953,-1.038,-0.921,0.163,-0.012,-0.302,-0.101,3.022,2.719,2.973,2.578
2018-11-26,3.276,3.750,4.821,0.908,-2.783,2.860,0.718,0.612,0.108,0.099,2.522,3.004,2.712,2.435,3.768,3.785,2.270,1.572,-1.126,-0.998,-1.074,-0.937,0.294,0.014,-0.291,-0.088,3.037,2.718,2.971,2.568
2018-11-27,2.913,1.735,4.597,1.606,-1.756,3.305,0.521,0.568,0.055,0.084,2.489,2.989,2.715,2.421,3.733,3.700,2.238,1.565,-1.218,-1.032,-1.099,-0.950,0.482,0.056,-0.259,-0.081,3.029,2.725,2.912,2.570
2018-11-28,1.698,2.593,4.556,-0.603,0.209,1.642,0.272,0.538,0.006,0.072,2.575,3.025,2.739,2.414,3.691,3.626,2.209,1.544,-1.282,-1.110,-1.131,-0.965,0.588,0.091,-0.237,-0.084,3.002,2.718,2.848,2.577
2018-11-29,1.770,2.882,4.328,0.347,-0.559,3.206,0.209,0.496,-0.014,0.062,2.610,3.023,2.739,2.412,3.698,3.595,2.178,1.540,-1.206,-1.137,-1.142,-0.971,0.541,0.095,-0.258,-0.080,3.073,2.744,2.831,2.593
2018-11-30,3.485,2.778,4.875,0.828,0.642,3.323,0.126,0.450,-0.036,0.049,2.626,2.998,2.737,2.413,3.689,3.525,2.148,1.527,-1.231,-1.158,-1.163,-0.985,0.559,0.107,-0.272,-0.072,3.055,2.727,2.797,2.598
2018-12-01,4.333,2.946,3.772,1.742,1.473,3.087,-0.026,0.387,-0.060,0.028,2.653,2.999,2.730,2.411,3.667,3.470,2.116,1.513,-1.246,-1.195,-1.183,-0.998,0.581,0.118,-0.288,-0.072,2.716,2.705,2.802,2.600
2018-12-03,3.864,2.297,3.571,1.374,0.577,4.417,-0.172,0.287,-0.092,0.013,2.683,3.008,2.722,2.412,3.683,3.406,2.095,1.498,-1.313,-1.247,-1.212,-1.018,0.667,0.105,-0.312,-0.075,2.476,2.708,2.808,2.603
2018-12-04,2.955,1.909,4.500,0.633,1.010,3.820,-0.277,0.191,-0.132,-0.004,2.750,3.009,2.714,2.411,3.695,3.340,2.078,1.480,-1.420,-1.305,-1.235,-1.035,0.639,0.072,-0.322,-0.076,2.285,2.654,2.801,2.595
2018-12-05,-0.769,3.214,2.541,-2.845,1.264,3.592,-0.383,0.114,-0.162,-0.021,2.868,3.017,2.710,2.406,3.694,3.256,2.051,1.466,-1.487,-1.347,-1.251,-1.048,0.539,0.030,-0.336,-0.077,2.177,2.612,2.800,2.593
2018-12-06,-1.841,3.413,4.700,-3.398,1.214,3.757,-0.337,0.083,-0.155,-0.015,2.871,2.987,2.703,2.402,3.788,3.255,2.037,1.472,-1.370,-1.368,-1.235,-1.044,0.482,0.007,-0.348,-0.080,2.141,2.599,2.800,2.590
2018-12-07,-1.025,2.414,4.667,-3.002,0.009,2.321,-0.250,0.073,-0.137,-0.014,2.785,2.953,2.693,2.402,3.753,3.211,2.002,1.461,-1.260,-1.377,-1.213,-1.036,0.457,-0.015,-0.360,-0.082,2.117,2.582,2.799,2.583
2018-12-08,-1.010,0.610,4.412,-3.020,0.411,3.176,-0.125,0.055,-0.118,-0.006,2.807,2.948,2.683,2.404,3.761,3.133,1.956,1.448,-1.113,-1.394,-1.195,-1.019,0.417,-0.060,-0.354,-0.076,2.119,2.586,2.768,2.573
2018-12-09,-2.070,0.806,3.235,-2.507,0.545,2.363,0.057,0.036,-0.100,-0.009,2.942,2.979,2.690,2.413,3.736,3.060,1.912,1.421,-1.004,-1.411,-1.177,-1.006,0.272,-0.112,-0.352,-0.071,2.069,2.572,2.728,2.572
2018-12-10,-1.211,2.465,4.167,-2.728,1.444,1.368,0.172,0.083,-0.054,-0.005,3.067,3.018,2.716,2.427,3.784,3.008,1.890,1.413,-0.906,-1.412,-1.144,-0.994,0.136,-0.189,-0.359,-0.069,2.064,2.581,2.673,2.576
2018-12-11,-0.776,2.647,4.508,-2.834,-0.482,2.199,0.264,0.113,-0.015,0.001,3.079,3.024,2.724,2.432,3.741,2.937,1.860,1.401,-0.831,-1.408,-1.109,-0.988,0.060,-0.284,-0.375,-0.078,2.098,2.611,2.627,2.583
2018-12-12,0.717,4.130,4.748,-2.228,0.312,2.516,0.340,0.130,-0.009,0.009,3.107,3.019,2.715,2.412,3.721,2.887,1.828,1.383,-0.787,-1.366,-1.075,-0.978,0.119,-0.330,-0.377,-0.071,2.106,2.628,2.603,2.583
2018-12-13,0.077,3.182,4.474,-1.559,0.575,2.581,0.394,0.117,-0.018,0.013,3.089,2.985,2.691,2.388,3.711,2.831,1.795,1.360,-0.732,-1.336,-1.048,-0.978,0.148,-0.393,-0.388,-0.068,2.108,2.639,2.575,2.583
2018-12-14,-0.984,0.385,1.667,-1.164,1.105,4.595,0.489,0.124,0.003,0.011,3.147,2.958,2.680,2.382,3.701,2.798,1.773,1.344,-0.717,-1.299,-1.027,-0.981,0.050,-0.445,-0.400,-0.071,2.119,2.647,2.568,2.580
2018-12-16,-0.200,3.947,-1.000,-2.384,0.078,2.786,0.667,0.152,0.035,0.023,3.314,2.988,2.697,2.398,3.828,2.821,1.779,1.352,-0.659,-1.269,-1.011,-0.981,-0.016,-0.508,-0.417,-0.079,2.050,2.616,2.541,2.567
2018-12-17,-0.318,1.667,1.250,-1.585,0.281,3.612,0.807,0.126,0.055,0.025,3.307,2.947,2.695,2.390,4.051,2.870,1.800,1.365,-0.553,-1.218,-0.990,-0.972,0.029,-0.544,-0.440,-0.078,2.122,2.585,2.525,2.569
2018-12-18,0.191,3.200,4.737,-1.235,0.601,3.243,0.969,0.103,0.076,0.027,3.406,2.952,2.715,2.391,4.209,2.873,1.799,1.343,-0.518,-1.182,-0.976,-0.969,0.046,-0.585,-0.466,-0.067,2.166,2.538,2.501,2.567
2018-12-19,-0.852,3.043,4.091,-1.009,1.172,2.690,1.097,0.085,0.069,0.020,3.425,2.952,2.705,2.390,4.177,2.741,1.734,1.324,-0.533,-1.146,-0.956,-0.969,-0.052,-0.614,-0.484,-0.064,2.202,2.519,2.488,2.565
2018-12-20,-2.318,3.553,3.710,0.251,0.458,2.740,1.157,0.088,0.072,0.021,3.419,2.955,2.696,2.376,4.163,2.622,1.675,1.293,-0.555,-1.115,-0.939,-0.968,-0.223,-0.654,-0.508,-0.074,2.252,2.511,2.481,2.569
2018-12-21,0.363,3.312,4.697,1.000,-0.768,3.142,1.238,0.135,0.073,0.028,3.452,2.928,2.672,2.368,4.126,2.560,1.643,1.278,-0.669,-1.130,-0.960,-0.960,-0.388,-0.670,-0.539,-0.083,2.305,2.523,2.476,2.577
2018-12-22,0.036,3.222,4.149,-0.178,-0.174,2.831,1.152,0.129,0.047,0.031,3.427,2.907,2.650,2.367,4.038,2.479,1.601,1.251,-0.805,-1.160,-0.990,-0.969,-0.416,-0.661,-0.557,-0.082,2.313,2.528,2.466,2.583
2018-12-24,0.286,3.354,4.420,0.515,1.104,-3.797,1.054,0.136,0.028,0.039,3.390,2.893,2.644,2.362,3.973,2.412,1.589,1.235,-0.874,-1.187,-1.005,-0.975,-0.289,-0.647,-0.515,-0.082,2.330,2.536,2.471,2.581
2018-12-25,1.267,3.571,4.091,0.334,3.272,-1.962,0.981,0.139,0.006,0.044,3.334,2.877,2.636,2.360,3.942,2.340,1.575,1.220,-0.986,-1.228,-1.027,-0.992,-0.264,-0.658,-0.486,-0.089,2.635,2.678,2.543,2.611
2018-12-26,1.667,3.710,3.824,-0.874,-0.008,0.408,0.874,0.101,-0.007,0.041,3.321,2.859,2.615,2.355,3.811,2.269,1.555,1.207,-1.097,-1.265,-1.047,-0.991,-0.394,-0.709,-0.509,-0.103,2.892,2.790,2.586,2.635
2018-12-27,0.732,4.388,4.495,-0.779,-1.091,1.558,0.727,0.055,-0.024,0.038,3.342,2.838,2.593,2.357,3.737,2.204,1.539,1.176,-1.198,-1.278,-1.055,-0.996,-0.460,-0.694,-0.500,-0.105,3.010,2.855,2.606,2.650
2018-12-28,0.185,3.269,4.512,-0.383,0.068,2.836,0.682,0.037,-0.034,0.033,3.290,2.808,2.578,2.347,3.651,2.164,1.494,1.156,-1.215,-1.286,-1.058,-0.998,-0.449,-0.682,-0.483,-0.099,3.073,2.891,2.619,2.660
2018-12-29,0.000,1.607,3.958,-1.098,0.685,3.253,0.725,0.030,-0.038,0.020,3.277,2.800,2.575,2.334,3.463,2.124,1.448,1.146,-1.233,-1.301,-1.065,-1.003,-0.486,-0.694,-0.479,-0.099,3.091,2.900,2.619,2.664
2018-12-30,1.591,2.879,4.841,0.084,-0.822,2.362,0.794,0.012,-0.045,0.009,3.368,2.834,2.594,2.343,3.316,2.037,1.419,1.143,-1.291,-1.305,-1.072,-1.008,-0.519,-0.698,-0.490,-0.096,3.077,2.914,2.609,2.667
2019-01-01,2.805,3.438,3.889,-0.727,-2.635,2.118,0.698,-0.037,-0.069,-0.006,3.350,2.842,2.601,2.339,3.228,1.932,1.380,1.128,-1.387,-1.333,-1.090,-1.019,-0.459,-0.671,-0.485,-0.087,3.103,2.946,2.608,2.674
2019-01-02,0.364,3.429,4.245,-0.435,-2.323,2.275,0.538,-0.093,-0.107,-0.021,3.263,2.812,2.596,2.334,3.083,1.827,1.377,1.109,-1.388,-1.329,-1.071,-1.020,-0.331,-0.664,-0.458,-0.069,3.116,2.992,2.609,2.675
2019-01-03,0.714,2.727,3.254,-1.160,-0.151,2.065,0.538,-0.100,-0.121,-0.016,3.234,2.781,2.591,2.326,2.983,1.715,1.371,1.105,-1.414,-1.332,-1.054,-1.019,-0.164,-0.663,-0.433,-0.059,3.111,3.035,2.609,2.676
2019-01-04,0.817,3.229,4.091,-1.921,0.753,2.369,0.471,-0.114,-0.143,-0.001,3.267,2.791,2.589,2.324,2.854,1.717,1.338,1.089,-1.401,-1.326,-1.040,-1.029,-0.117,-0.661,-0.434,-0.058,3.169,3.079,2.606,2.675
2019-01-05,1.857,3.750,4.545,-1.059,0.927,2.566,0.389,-0.131,-0.165,0.004,3.225,2.790,2.583,2.315,2.674,1.702,1.297,1.077,-1.381,-1.305,-1.018,-1.032,-0.205,-0.678,-0.445,-0.057,3.138,3.117,2.601,2.659
2019-01-06,2.059,4.412,4.245,-1.249,-1.481,2.814,0.257,-0.183,-0.181,0.004,3.157,2.747,2.547,2.303,2.471,1.591,1.232,1.057,-1.402,-1.303,-1.026,-1.033,-0.300,-0.674,-0.459,-0.055,3.098,3.150,2.600,2.647
2019-01-07,2.759,3.889,4.341,0.057,-0.276,3.146,0.048,-0.239,-0.198,-0.000,3.028,2.690,2.504,2.297,2.388,1.486,1.171,1.030,-1.527,-1.297,-1.031,-1.033,-0.225,-0.623,-0.450,-0.045,3.103,3.178,2.597,2.649
2019-01-08,2.740,3.795,3.696,-0.164,1.013,4.287,-0.194,-0.299,-0.211,-0.006,2.925,2.655,2.492,2.280,2.300,1.412,1.127,1.014,-1.714,-1.301,-1.057,-1.034,-0.207,-0.623,-0.445,-0.043,3.092,3.202,2.598,2.646
2019-01-09,3.084,3.739,4.556,-0.857,0.654,4.538,-0.417,-0.358,-0.224,-0.015,2.847,2.623,2.480,2.272,2.160,1.350,1.090,0.989,-1.890,-1.300,-1.081,-1.035,-0.361,-0.649,-0.453,-0.053,3.007,3.202,2.588,2.637
2019-01-10,2.883,3.614,4.072,-1.548,-1.476,4.001,-0.657,-0.419,-0.253,-0.028,2.772,2.598,2.464,2.262,1.980,1.290,1.045,0.963,-2.032,-1.281,-1.093,-1.029,-0.497,-0.670,-0.449,-0.065,2.910,3.184,2.573,2.624
2019-01-11,0.401,2.922,3.800,-1.470,-2.404,3.751,-0.780,-0.475,-0.281,-0.045,2.731,2.576,2.449,2.243,1.815,1.239,1.004,0.937,-2.079,-1.248,-1.098,-1.025,-0.584,-0.649,-0.424,-0.070,2.854,3.177,2.564,2.610
2019-01-12,-0.619,4.245,2.917,-2.136,-3.013,3.835,-0.786,-0.480,-0.290,-0.051,2.722,2.563,2.437,2.226,1.664,1.174,0.949,0.918,-2.130,-1.214,-1.104,-1.016,-0.626,-0.576,-0.379,-0.070,2.810,3.189,2.534,2.589
2019-01-13,-1.429,2.778,2.857,-1.861,-1.365,3.310,-0.753,-0.465,-0.290,-0.042,2.635,2.523,2.412,2.218,1.620,1.126,0.904,0.906,-2.063,-1.167,-1.104,-1.012,-0.617,-0.490,-0.327,-0.065,2.773,3.200,2.502,2.579
2019-01-14,-2.026,2.447,2.778,-1.622,2.511,3.204,-0.681,-0.444,-0.268,-0.025,2.618,2.516,2.411,2.211,1.578,1.085,0.869,0.912,-2.010,-1.156,-1.095,-1.015,-0.686,-0.462,-0.311,-0.061,2.761,3.213,2.461,2.573
2019-01-15,-1.250,2.170,3.776,-1.840,1.629,2.592,-0.564,-0.410,-0.241,-0.012,2.590,2.515,2.414,2.213,1.580,1.045,0.836,0.905,-1.918,-1.149,-1.089,-1.012,-0.902,-0.512,-0.333,-0.073,2.752,3.228,2.420,2.562
2019-01-16,-0.972,3.312,1.333,-1.985,0.544,3.434,-0.484,-0.401,-0.218,-0.004,2.575,2.513,2.412,2.201,1.534,0.936,0.801,0.898,-1.816,-1.142,-1.077,-1.002,-1.076,-0.567,-0.352,-0.081,2.772,3.238,2.407,2.557
