Date,HUA_clinecenter,SBUX_clinecenter,TIK_clinecenter,HUA_brandwatch,SBUX_brandwatch,TIK_brandwatch
2019-11-13,1.667,1.909,0.143,-0.990,1.829,3.455
2019-11-14,2.067,2.333,2.742,-1.146,1.235,2.694
2019-11-15,1.230,2.021,3.077,-0.050,0.948,4.771
2019-11-16,2.143,1.000,3.000,-0.724,-1.973,4.644
2019-11-17,-0.769,3.696,3.235,0.029,-0.318,3.755
2019-11-18,-1.202,3.214,1.042,-1.547,0.651,1.643
2019-11-19,0.476,1.786,2.561,-0.127,0.296,0.558
2019-11-20,0.263,2.222,3.462,-0.323,0.315,2.235
2019-11-21,1.782,2.941,1.800,-2.667,-0.701,0.980
2019-11-22,-1.031,2.333,0.625,-2.211,-0.270,0.323
2019-11-23,-0.800,2.273,3.571,-1.598,0.140,-3.131
2019-11-24,1.875,3.333,3.750,-2.218,0.301,-1.581
2019-11-25,2.119,2.778,3.000,-1.422,0.252,-0.932
2019-11-26,2.067,2.308,-1.061,-0.112,-0.932,-1.357
2019-11-27,1.923,0.833,-1.230,2.239,0.509,1.482
2019-11-28,0.156,1.250,-1.111,-0.302,0.139,0.545
2019-11-29,0.098,-1.327,2.000,-1.607,-1.445,0.918
2019-11-30,1.400,1.333,2.500,-0.890,-0.643,1.069
2019-12-01,-1.852,1.800,-0.714,-0.599,0.855,1.227
2019-12-02,0.333,2.609,0.600,-2.909,-1.240,1.044
2019-12-03,-0.225,0.652,-0.091,-1.603,0.238,1.093
2019-12-04,-0.276,2.778,0.806,-2.279,0.549,1.727
2019-12-05,0.304,2.500,-1.154,-1.716,0.613,2.656
2019-12-06,0.957,1.176,1.667,2.758,0.619,2.586
2019-12-07,-0.714,4.231,4.167,-0.108,-0.360,3.620
2019-12-08,-1.957,1.897,-0.789,-0.064,-1.942,2.689
2019-12-09,1.400,-0.405,1.923,-0.254,-0.622,0.997
2019-12-10,-1.486,2.073,1.857,-2.057,-0.175,1.561
2019-12-11,-0.484,3.500,0.789,-2.128,0.221,1.721
2019-12-12,1.182,3.333,2.692,-1.646,2.109,4.609
2019-12-13,1.481,3.571,1.061,0.648,0.601,4.767
2019-12-14,0.625,0.278,1.667,-0.563,-1.848,3.808
2019-12-15,-0.667,0.000,0.000,-1.914,-0.912,0.455
2019-12-16,0.102,2.073,1.400,-2.556,-2.546,0.234
2019-12-17,0.370,2.857,3.261,-2.529,-2.263,3.754
2019-12-18,1.226,-0.938,2.241,-4.385,-0.056,4.000
2019-12-19,1.538,-0.600,2.368,-3.266,-1.344,4.485
2019-12-20,0.870,0.484,0.882,-1.602,1.535,3.593
2019-12-21,1.875,-0.833,0.000,-2.000,-0.345,2.198
2019-12-22,2.037,-1.429,2.500,-2.587,0.820,2.250
2019-12-23,2.708,3.049,3.056,-1.462,-0.988,1.988
2019-12-24,2.073,2.385,0.814,-0.993,-0.415,1.619
2019-12-25,2.826,-0.574,2.083,-2.826,2.571,-0.137
2019-12-26,1.222,1.842,2.619,-2.907,1.761,2.768
2019-12-27,1.667,2.619,1.400,-1.645,-0.733,1.334
2019-12-28,2.778,3.182,0.000,1.263,-2.055,2.246
2019-12-29,2.917,1.875,0.000,-0.877,0.066,-1.063
2019-12-30,0.316,0.952,2.917,-0.306,-0.470,-2.739
2019-12-31,1.197,-0.625,2.105,0.476,-0.060,-0.418
2020-01-01,2.667,-2.222,0.385,-2.056,-0.327,1.573
2020-01-02,1.286,2.356,-0.172,-0.192,-0.389,3.486
2020-01-03,3.621,1.000,0.897,-0.672,0.646,3.208
2020-01-04,2.895,2.241,2.500,-1.322,-0.483,4.138
2020-01-05,1.000,3.333,1.500,0.349,0.000,4.370
2020-01-06,1.765,1.774,1.667,-0.367,1.267,-0.784
2020-01-07,1.923,2.500,2.500,-0.504,-0.642,3.388
2020-01-08,-0.161,2.742,0.000,-2.592,-0.392,2.468
2020-01-09,1.190,2.714,-1.667,-2.123,-1.561,2.171
2020-01-10,-1.250,0.833,3.148,-0.954,-0.495,2.361
2020-01-12,1.500,0.000,4.286,-2.763,0.567,-0.019
2020-01-13,-0.926,1.800,3.421,-2.129,0.540,-1.364
2020-01-14,0.000,1.667,2.500,-2.202,0.083,1.501
2020-01-15,0.842,2.188,2.778,-2.267,1.659,1.268
2020-01-16,0.625,1.768,1.897,-2.825,1.236,1.469
2020-01-17,0.079,1.271,1.286,-1.488,3.117,2.303
2020-01-18,0.862,2.143,2.857,-0.894,2.266,3.884
2020-01-19,-0.556,2.857,1.316,-0.143,0.249,4.068
2020-01-20,-1.475,2.667,3.421,-2.615,-0.416,2.631
2020-01-21,-0.116,3.049,1.286,-0.929,1.815,1.028
2020-01-22,-2.165,2.551,2.115,-3.377,1.261,0.580
2020-01-23,-2.863,1.905,1.200,-1.565,0.665,1.646
2020-01-24,0.156,0.106,-0.385,-2.724,0.388,4.466
2020-01-25,-1.061,-3.312,2.917,-2.691,0.713,3.350
2020-01-26,0.385,1.500,3.462,-3.862,0.890,4.022
2020-01-27,0.463,-2.222,1.304,-3.415,0.984,1.811
2020-01-28,-1.287,-1.146,1.486,-3.243,0.288,0.810
2020-01-29,-0.058,-1.667,-0.238,-3.641,-0.284,1.808
2020-01-30,-0.034,-3.696,0.455,-2.855,-1.781,2.331
2020-01-31,0.733,-2.957,1.042,-2.097,-0.973,0.902
2020-02-01,2.500,-2.465,-1.667,-1.381,-1.431,2.891
2020-02-02,0.833,-0.946,-0.455,-2.360,0.266,2.663
2020-02-03,0.082,-1.167,-2.429,-1.875,0.208,0.534
2020-02-04,1.327,-0.417,0.435,-2.305,2.797,0.270
2020-02-05,-1.389,-0.811,2.045,-1.205,2.701,-1.991
2020-02-06,-1.071,0.185,0.000,-2.575,1.975,0.513
2020-02-07,-0.048,1.538,1.000,-3.034,-0.298,3.096
2020-02-08,0.625,4.375,1.667,-3.078,-2.319,3.473
2020-02-09,-1.875,2.692,0.625,-1.581,-3.654,2.285
2020-02-10,-1.636,1.750,1.250,-2.030,-3.927,4.249
2020-02-11,0.638,1.829,-0.745,-2.609,-1.403,3.527
2020-02-12,0.113,2.500,0.500,-3.027,2.179,2.624
2020-02-13,-2.211,2.447,2.179,-3.429,1.404,2.282
2020-02-14,-2.196,2.586,1.667,-3.642,2.826,3.580
2020-02-15,-1.211,2.143,1.250,-3.366,0.932,4.106
2020-02-16,-2.600,-1.190,1.316,-3.100,0.434,2.631
2020-02-17,-0.281,-1.000,0.926,-2.070,-1.096,0.784
2020-02-18,-1.429,0.667,0.208,-2.492,-4.072,1.994
2020-02-19,-1.707,0.208,1.957,-1.652,-3.787,2.855
2020-02-20,1.133,2.826,0.294,-1.828,2.644,1.414
2020-02-21,1.286,2.000,1.486,-1.793,2.490,0.903
2020-02-22,-0.294,1.364,2.778,-2.529,1.746,1.446
2020-02-23,-0.862,1.667,0.161,-3.428,1.780,2.398
2020-02-24,2.867,1.471,0.714,-0.510,-0.664,3.327
2020-02-25,3.302,-0.217,0.000,-0.838,-1.773,1.637
2020-02-26,1.154,-0.254,-0.306,-0.444,0.401,0.628
2020-02-27,-0.088,-1.329,1.071,-1.470,0.664,2.428
2020-02-28,1.667,0.357,0.532,-0.347,0.624,2.095
2020-02-29,1.667,-2.000,-1.296,1.528,-0.185,0.906
2020-03-01,0.000,2.826,-0.200,-0.828,-0.884,-0.053
2020-03-02,0.309,2.755,0.962,-1.655,0.233,1.454
2020-03-03,-0.405,0.400,-0.205,-1.348,0.948,2.600
2020-03-04,0.439,-1.190,-0.056,-3.450,-0.443,2.489
2020-03-05,-0.500,-1.575,-0.106,-2.909,-0.523,3.704
2020-03-06,1.129,-2.658,-2.317,-2.930,-0.619,3.261
2020-03-07,2.097,-1.988,-1.000,-2.289,-0.942,2.266
2020-03-08,2.692,-0.926,1.316,-1.696,0.069,1.162
2020-03-09,-0.676,-2.955,-0.116,-1.393,0.325,1.945
2020-03-10,-1.111,-1.154,0.806,-2.836,-0.017,1.603
2020-03-11,-1.098,-0.806,1.308,-2.332,-0.355,2.109
2020-03-12,-1.034,-1.915,-0.538,-1.515,0.324,2.793
2020-03-13,-0.143,-0.645,0.106,-1.968,0.625,1.206
2020-03-14,0.000,-1.875,1.923,-1.101,-0.073,3.298
2020-03-15,-1.667,-1.083,-1.923,-1.343,-1.906,3.408
2020-03-16,1.667,-0.833,0.357,-1.806,-1.793,0.930
2020-03-17,0.556,-1.033,-0.312,-1.234,-2.278,0.570
2020-03-18,-1.111,-0.385,0.185,0.739,-3.439,1.967
2020-03-19,0.882,-0.238,1.923,0.086,-2.268,3.633
2020-03-20,-0.385,0.405,-0.185,0.838,-0.683,2.361
2020-03-21,2.500,-1.866,-0.333,-1.043,0.854,2.119
2020-03-23,3.000,-0.714,1.596,2.148,-0.142,2.966
2020-03-24,2.391,0.758,1.032,0.372,-0.832,2.136
2020-03-25,1.071,1.234,0.735,-0.020,0.124,1.883
2020-03-26,1.207,0.517,0.676,3.954,-0.420,2.587
2020-03-27,1.727,0.000,1.047,3.199,0.198,2.503
2020-03-28,-0.625,-0.385,1.071,-0.753,-0.408,2.410
2020-03-29,-4.091,-1.111,1.429,-3.451,-0.134,3.193
2020-03-30,-1.552,0.714,1.444,-1.830,0.765,1.157
2020-03-31,-0.075,0.714,0.556,-2.311,0.297,1.480
2020-04-01,0.429,0.652,1.222,-2.365,0.410,1.341
2020-04-02,1.154,-1.471,1.296,-2.671,1.578,1.406
2020-04-03,1.111,-0.814,2.403,-2.699,0.248,1.382
2020-04-04,1.667,-0.833,1.667,-2.896,-0.597,2.696
2020-04-05,0.556,-0.714,1.154,-2.664,0.878,2.569
2020-04-06,0.161,1.000,1.852,-2.951,-0.290,2.031
2020-04-07,-0.714,0.122,1.338,-1.953,-0.636,2.066
2020-04-08,1.538,-1.970,1.173,-1.965,1.145,2.230
2020-04-09,-0.333,-0.439,2.925,-0.652,-0.055,2.107
2020-04-10,-1.875,1.129,0.893,-1.626,-0.356,2.249
2020-04-11,0.000,-1.000,1.944,-1.475,-0.927,2.549
2020-04-12,2.143,1.667,1.897,-1.707,-3.455,2.520
2020-04-13,-1.667,2.391,1.774,-2.751,-3.620,1.223
2020-04-14,1.087,1.207,1.667,-1.475,-0.536,1.010
2020-04-15,1.471,1.571,1.719,-2.412,-0.870,2.359
2020-04-16,-0.517,-1.125,1.232,-1.296,-1.059,2.335
2020-04-17,-1.667,0.172,2.059,-1.648,-1.476,1.692
2020-04-18,-1.667,-1.000,2.857,-3.321,-0.405,0.670
2020-04-19,0.000,3.462,1.364,-3.114,-0.805,0.326
2020-04-20,-0.294,1.000,1.250,-3.262,-0.595,-0.466
2020-04-21,-0.476,0.636,1.143,-2.565,-1.740,0.957
2020-04-22,-1.000,-0.385,0.833,-2.135,-0.359,1.376
2020-04-23,-0.238,0.862,2.091,-2.422,-0.062,1.127
2020-04-24,0.714,2.500,2.632,-0.572,0.690,0.382
2020-04-25,-3.000,1.000,2.419,-1.505,-0.502,1.450
2020-04-26,-1.875,0.238,1.429,-2.402,0.511,1.381
2020-04-27,-3.636,-1.346,2.222,-1.336,1.055,1.029
2020-04-28,0.294,-1.875,3.529,-0.636,0.137,2.069
2020-04-29,0.161,0.147,1.875,0.388,-0.435,1.062
2020-04-30,-0.179,0.714,1.778,-0.184,0.064,-1.066
2020-05-01,0.714,1.111,2.500,-0.725,1.132,0.725
2020-05-02,-1.154,1.000,2.083,-0.384,-0.110,2.526
2020-05-03,-1.667,1.667,0.238,-0.710,2.176,2.036
2020-05-04,-0.926,-2.143,2.183,-1.824,1.941,1.010
2020-05-05,0.238,-0.479,3.103,-1.769,0.761,0.497
2020-05-06,0.116,-1.429,2.460,-2.318,0.000,1.830
2020-05-07,-0.862,0.172,1.875,-1.580,-0.021,2.139
2020-05-08,2.333,0.000,3.269,-0.566,0.859,-0.731
2020-05-09,-0.714,0.000,3.788,-0.354,1.248,1.157
2020-05-10,0.000,-0.625,2.419,-1.190,0.027,0.935
2020-05-11,-0.833,1.053,2.541,0.666,2.709,1.004
2020-05-12,-0.800,-1.500,1.575,-0.081,0.259,1.948
2020-05-13,-1.000,0.714,2.215,-0.010,0.115,1.096
2020-05-14,1.136,0.128,0.541,-1.667,0.206,2.395
2020-05-15,-2.022,2.059,2.439,-1.495,0.757,1.475
2020-05-16,-3.182,-1.000,2.333,-1.558,1.116,0.707
2020-05-17,-3.070,4.091,1.364,-2.419,-0.302,0.557
2020-05-18,-1.015,1.154,2.320,-1.528,0.179,-0.974
2020-05-19,-0.208,0.870,1.591,-2.103,1.205,-1.533
2020-05-20,-0.660,-0.714,1.620,-0.587,0.158,-0.130
2020-05-21,-1.429,0.610,-0.333,-2.616,0.364,0.448
2020-05-22,-2.059,2.586,1.042,-1.013,0.863,1.286
2020-05-23,-4.355,2.333,2.826,0.740,1.073,2.058
2020-05-24,0.581,3.000,2.241,0.910,0.866,1.588
2020-05-25,-1.944,1.875,-0.610,-2.796,2.421,2.817
2020-05-26,-1.458,3.261,2.465,-2.934,2.909,2.464
2020-05-27,-3.154,1.667,2.455,-2.931,0.754,2.066
2020-05-28,-2.432,-1.000,2.841,-2.458,-2.258,0.246
2020-05-29,-1.897,0.385,0.333,-0.229,0.690,-2.183
2020-05-30,-1.190,-4.342,-0.319,-1.367,-1.366,-2.777
2020-05-31,-1.000,-4.492,0.714,-2.107,-1.341,-0.042
2020-06-01,-0.769,-2.429,-0.088,-0.703,-0.964,-0.214
2020-06-02,-0.833,-3.421,-0.437,0.488,-1.246,0.689
2020-06-03,-2.385,-1.774,1.667,-1.778,-3.000,1.038
2020-06-04,-2.059,-2.297,-0.333,-0.445,-2.117,1.367
2020-06-05,0.556,-0.405,-0.424,0.599,-3.420,0.856
2020-06-06,-2.500,-2.692,0.862,-2.028,-4.481,0.381
2020-06-07,-2.222,-1.154,1.471,-3.164,-4.201,0.974
2020-06-08,-1.250,-0.357,1.410,-0.271,-0.452,0.947
2020-06-09,-1.304,-0.652,1.923,-2.417,-0.373,1.861
2020-06-10,-1.591,-1.106,1.000,-2.295,-1.812,1.783
2020-06-11,0.385,-1.444,0.918,-1.317,-3.160,1.343
2020-06-12,-1.897,0.312,1.857,-0.254,-3.661,-0.172
2020-06-13,-4.630,2.000,2.143,-0.909,-3.371,1.056
2020-06-15,-0.303,-1.207,-0.667,-1.276,-3.499,1.539
2020-06-16,0.000,-0.769,1.190,-1.055,-3.532,0.496
2020-06-17,1.279,0.294,-1.250,-0.422,1.539,0.250
2020-06-18,-0.873,0.000,1.441,-1.541,-0.680,0.488
2020-06-19,-2.984,0.000,1.667,-1.537,-1.255,1.175
2020-06-20,-2.727,2.273,1.970,-1.584,-0.359,1.341
2020-06-21,0.000,0.000,1.838,-1.789,0.051,-1.257
2020-06-22,-3.689,1.364,0.771,-2.238,-1.104,-0.336
2020-06-23,-1.757,0.102,1.935,-2.005,-2.158,1.871
2020-06-24,0.091,-0.882,0.397,-3.351,0.334,1.433
2020-06-25,-0.465,0.185,-0.625,-2.644,-0.910,2.650
2020-06-26,-0.769,0.172,1.782,-1.289,-1.474,3.120
2020-06-27,-1.190,-0.200,0.161,-1.333,-1.484,1.849
2020-06-28,-1.000,-1.250,0.526,-1.719,-1.526,-1.263
2020-06-29,0.385,-2.760,-0.677,-2.513,-2.227,0.459
2020-06-30,-1.588,-1.974,-0.263,-2.848,3.512,-0.155
2020-07-01,-1.026,-2.213,0.724,0.739,3.015,-1.105
2020-07-02,-0.484,-1.304,-0.159,-0.366,0.490,-0.532
2020-07-03,-1.897,-1.364,-0.349,-1.747,-1.940,-0.076
2020-07-04,-1.333,-0.882,0.789,-1.591,0.590,1.708
2020-07-05,-1.389,-0.333,0.902,-1.547,-1.567,0.814
2020-07-06,-2.895,0.000,-0.600,-2.339,-1.461,-0.591
2020-07-07,-0.467,0.000,-0.640,0.305,-2.363,-0.130
2020-07-08,-0.714,-1.957,0.217,0.739,-2.443,0.864
2020-07-09,-0.714,0.556,0.333,-0.777,-0.705,-1.059
2020-07-10,-1.667,0.714,-1.025,-2.653,-1.630,-2.096
2020-07-11,-2.353,2.000,0.672,-1.893,-4.353,-1.646
2020-07-12,-2.647,1.875,2.021,0.253,-2.683,2.080
2020-07-13,-1.234,-1.765,0.610,-1.383,-1.057,0.513
2020-07-14,-2.157,2.826,-1.098,-1.702,-1.141,0.564
2020-07-15,-1.610,-0.217,1.733,-2.476,0.183,0.851
2020-07-16,-0.943,-1.211,0.812,-0.638,-0.041,0.241
2020-07-17,0.217,-0.435,1.067,1.044,-0.617,0.656
2020-07-18,-0.250,-0.769,-0.897,-3.016,-0.207,0.838
2020-07-19,-2.407,-1.757,-0.814,-1.962,2.345,2.060
2020-07-19,-2.407,-1.757,-0.814,-1.962,2.345,2.060
2020-07-20,-2.706,-0.714,-0.789,-2.272,2.425,0.786
2020-07-20,-2.706,-0.714,-0.789,-2.272,2.425,0.786
2020-07-21,-2.000,0.652,-1.275,-1.328,-0.413,-1.379
2020-07-21,-2.000,0.652,-1.275,-1.328,-0.413,-1.379
2020-07-22,-1.667,-0.254,0.109,-3.288,-1.087,-1.874
2020-07-22,-1.667,-0.254,0.109,-3.288,-1.087,-1.874
2020-07-23,-1.032,-0.152,0.517,-1.130,-0.117,0.123
2020-07-23,-1.032,-0.152,0.517,-1.130,-0.117,0.123
2020-07-24,-1.094,1.528,0.882,-0.730,0.122,0.106
2020-07-24,-1.094,1.528,0.882,-0.730,0.122,0.106
2020-07-25,-1.667,0.833,0.556,-2.178,-1.248,0.817
2020-07-25,-1.667,0.833,0.556,-2.178,-1.248,0.817
2020-07-26,0.000,1.154,1.333,-1.154,-2.056,0.039
2020-07-26,0.000,1.154,1.333,-1.154,-2.056,0.039
2020-07-27,-0.952,1.875,-0.222,-0.970,-0.772,1.932
2020-07-27,-0.952,1.875,-0.222,-0.970,-0.772,1.932
2020-07-28,-1.863,1.349,-0.478,-1.255,0.344,2.513
2020-07-28,-1.863,1.349,-0.478,-1.255,0.344,2.513
2020-07-29,0.345,1.308,0.804,0.088,0.143,0.040
2020-07-29,0.345,1.308,0.804,0.088,0.143,0.040
2020-07-30,0.000,1.250,1.538,-0.459,-0.162,2.659
2020-07-30,0.000,1.250,1.538,-0.459,-0.162,2.659
2020-07-31,1.620,2.037,2.055,-0.627,0.096,-0.428
2020-07-31,1.620,2.037,2.055,-0.627,0.096,-0.428
2020-08-01,3.056,2.368,2.905,-2.337,0.053,-1.724
2020-08-01,3.056,2.368,2.905,-2.337,0.053,-1.724
2020-08-02,2.297,0.833,2.438,-3.700,-0.589,-1.129
2020-08-02,2.297,0.833,2.438,-3.700,-0.589,-1.129
2020-08-03,0.467,-0.581,1.921,-2.786,-0.313,-1.041
2020-08-03,0.467,-0.581,1.921,-2.786,-0.313,-1.041
2020-08-04,1.857,1.970,1.322,-0.756,-1.109,-1.151
2020-08-04,1.857,1.970,1.322,-0.756,-1.109,-1.151
2020-08-05,1.970,1.818,1.821,1.050,-0.154,-1.279
2020-08-05,1.970,1.818,1.821,1.050,-0.154,-1.279
2020-08-06,-1.061,-0.357,1.416,-1.190,0.519,-1.511
2020-08-06,-1.061,-0.357,1.416,-1.190,0.519,-1.511
2020-08-07,-2.328,1.279,0.198,-1.179,0.822,-2.022
2020-08-07,-2.328,1.279,0.198,-1.179,0.822,-2.022
2020-08-08,-0.227,1.667,1.294,-1.472,2.660,-1.391
2020-08-08,-0.227,1.667,1.294,-1.472,2.660,-1.391
2020-08-09,1.250,2.778,2.222,-1.976,4.196,0.118
2020-08-09,1.250,2.778,2.222,-1.976,4.196,0.118
2020-08-10,0.227,2.059,1.144,0.701,-0.418,-0.367
2020-08-10,0.227,2.059,1.144,0.701,-0.418,-0.367
2020-08-11,2.576,-0.294,0.956,-1.218,-0.601,-0.103
2020-08-11,2.576,-0.294,0.956,-1.218,-0.601,-0.103
2020-08-12,0.918,0.294,1.591,-0.633,-0.300,-1.067
2020-08-12,0.918,0.294,1.591,-0.633,-0.300,-1.067
2020-08-13,1.032,3.519,0.960,-0.962,0.431,-0.025
2020-08-13,1.032,3.519,0.960,-0.962,0.431,-0.025
2020-08-14,-0.714,1.667,2.266,-0.799,-0.099,-0.442
2020-08-14,-0.714,1.667,2.266,-0.799,-0.099,-0.443
2020-08-15,3.000,-1.471,2.778,0.193,-2.839,-0.951
2020-08-15,3.000,-1.471,2.778,0.193,-2.839,-0.951
2020-08-16,0.833,2.368,1.935,0.646,-2.886,-0.402
2020-08-16,0.833,2.368,1.935,0.646,-2.886,-0.402
2020-08-17,0.600,0.500,1.791,-4.091,0.298,-0.623
2020-08-17,0.600,0.500,1.791,-4.091,0.298,-0.623
2020-08-18,-1.055,-0.758,1.561,-3.239,2.549,0.631
2020-08-18,-1.055,-0.758,1.561,-3.239,2.549,0.631
2020-08-19,0.581,2.826,1.142,-0.976,-1.146,0.011
2020-08-19,0.581,2.826,1.142,-0.976,-1.146,0.011
2020-08-20,-0.294,2.778,0.571,0.317,-1.133,1.053
2020-08-20,-0.294,2.778,0.571,0.317,-1.133,1.053
2020-08-21,0.000,3.824,0.536,-0.203,-0.448,0.607
2020-08-21,0.000,3.824,0.536,-0.203,-0.448,0.607
2020-08-22,0.556,2.143,0.909,-4.621,-0.853,1.665
2020-08-22,0.556,2.143,0.909,-4.621,-0.853,1.665
2020-08-23,3.462,3.235,1.271,-3.111,-1.205,1.730
2020-08-23,3.462,3.235,1.271,-3.111,-1.205,1.730
2020-08-24,-0.652,0.588,1.231,0.422,0.176,2.176
2020-08-24,-0.652,0.588,1.231,0.422,0.176,2.176
2020-08-25,0.263,0.000,1.809,-2.709,0.635,2.707
2020-08-25,0.263,0.000,1.809,-2.709,0.635,2.707
2020-08-26,0.319,0.556,2.128,-2.516,0.174,1.797
2020-08-26,0.319,0.556,2.128,-2.516,0.174,1.797
2020-08-27,0.185,0.833,1.571,-2.800,0.308,0.802
2020-08-27,0.185,0.833,1.571,-2.800,0.308,0.802
2020-08-28,0.455,-0.556,-0.556,-2.078,0.564,2.092
2020-08-28,0.455,-0.556,-0.556,-2.078,0.564,2.092
2020-08-29,-1.667,-1.333,0.763,-0.709,0.614,2.100
2020-08-29,-1.667,-1.333,0.763,-0.709,0.614,2.100
2020-08-30,2.500,-1.800,0.606,-0.796,-0.374,2.195
2020-08-30,2.500,-1.800,0.606,-0.796,-0.374,2.195
2020-08-31,2.381,0.000,0.036,-1.577,0.110,1.512
2020-08-31,2.381,0.000,0.036,-1.577,0.110,1.512
2020-09-01,1.512,3.276,1.387,-0.388,-0.918,2.203
2020-09-01,1.512,3.276,1.387,-0.388,-0.918,2.203
2020-09-02,0.000,0.556,0.689,-1.399,-0.679,0.888
2020-09-02,0.000,0.556,0.689,-1.399,-0.679,0.888
2020-09-03,0.750,2.143,0.514,-1.425,-0.690,-0.108
2020-09-03,0.750,2.143,0.514,-1.425,-0.690,-0.108
2020-09-04,0.714,0.909,1.203,-1.311,1.203,1.137
2020-09-04,0.714,0.909,1.203,-1.311,1.203,1.137
2020-09-05,1.429,-0.500,2.429,-1.286,0.554,2.419
2020-09-05,1.429,-0.500,2.429,-1.286,0.554,2.419
2020-09-06,0.000,1.400,2.222,-2.244,0.786,0.633
2020-09-06,0.000,1.400,2.222,-2.244,0.786,0.633
2020-09-07,1.545,3.000,-0.600,-0.648,0.133,-0.057
2020-09-07,1.545,3.000,-0.600,-0.648,0.133,-0.057
2020-09-08,0.102,3.088,-2.062,0.566,0.352,0.189
2020-09-08,0.102,3.088,-2.062,0.566,0.352,0.189
2020-09-09,1.129,1.667,0.093,-0.346,0.348,1.235
2020-09-09,1.129,1.667,0.093,-0.346,0.348,1.235
2020-09-10,1.667,3.060,1.228,0.501,-0.982,1.240
2020-09-10,1.667,3.060,1.228,0.501,-0.982,1.240
2020-09-11,1.111,3.421,2.188,0.664,-1.913,0.595
2020-09-11,1.111,3.421,2.188,0.664,-1.913,0.595
2020-09-12,-2.333,3.125,0.957,-1.128,-1.659,1.076
2020-09-12,-2.333,3.125,0.957,-1.128,-1.659,1.075
2020-09-13,1.585,2.143,3.264,-1.272,-1.786,1.595
2020-09-13,1.585,2.143,3.264,-1.272,-1.786,1.595
2020-09-14,2.812,1.500,2.266,-0.927,-0.065,0.819
2020-09-14,2.812,1.500,2.266,-0.927,-0.065,0.819
2020-09-15,2.429,4.167,2.655,0.359,-2.495,0.849
2020-09-15,2.429,4.167,2.655,0.359,-2.495,0.849
